0	sky	Cúpula HDRI	skyHdri	11,8,10	68,48,68
503	upper	Corrediza lateral B alféizar	concrete	14,3.1649999618530273,10.949999809265137	0.18000000715255737,0.04500000178813934,1.2237999439239502
504	upper	Pilar posterior izquierdo	brick	14.319999694824219,4.800000190734863,11.899999618530273	0.6399999856948853,3.200000047683716,0.20000000298023224
505	upper	Pilar posterior central	concreteDark	17.6200008392334,4.800000190734863,11.899999618530273	0.36000001430511475,3.200000047683716,0.20000000298023224
506	upper	Pilar posterior derecho	brickDark	21.700000762939453,4.800000190734863,11.899999618530273	0.6000000238418579,3.200000047683716,0.20000000298023224
507	upper	Dintel posterior	concrete	18,6.079999923706055,11.899999618530273	8,0.6399999856948853,0.20000000298023224
508	upper	Umbral posterior vivienda	concrete	18,3.2249999046325684,11.899999618530273	8,0.05000000074505806,0.2199999988079071
509	upper	Corrediza posterior A vidrio	glass	16.020000457763672,4.489999771118164,11.972000122070312	2.549999952316284,2.5399999618530273,0.008999999612569809
510	upper	Corrediza posterior A Vidrio interior	glassInner	16.020000457763672,4.489999771118164,11.998000144958496	2.5423500537872314,2.5323801040649414,0.008999999612569809
511	upper	Corrediza posterior A marco superior	blackMetal	16.020000457763672,5.760000228881836,11.984999656677246	2.7139999866485596,0.0820000022649765,0.125
512	upper	Corrediza posterior A marco inferior	blackMetal	16.020000457763672,3.2200000286102295,11.984999656677246	2.7139999866485596,0.0820000022649765,0.125
513	upper	Corrediza posterior A marco izquierdo	blackMetal	14.744999885559082,4.489999771118164,11.984999656677246	0.0820000022649765,2.5399999618530273,0.125
514	upper	Corrediza posterior A marco derecho	blackMetal	17.295000076293945,4.489999771118164,11.984999656677246	0.0820000022649765,2.5399999618530273,0.125
515	upper	Corrediza posterior A Burlete superior	blackMetal	16.020000457763672,5.725560188293457,11.984999656677246	2.549999952316284,0.026000000536441803,0.03500000014901161
516	upper	Corrediza posterior A Burlete inferior	blackMetal	16.020000457763672,3.2544400691986084,11.984999656677246	2.549999952316284,0.026000000536441803,0.03500000014901161
517	upper	Corrediza posterior A Burlete izquierdo	blackMetal	14.779439926147461,4.489999771118164,11.984999656677246	0.026000000536441803,2.5399999618530273,0.03500000014901161
518	upper	Corrediza posterior A Burlete derecho	blackMetal	17.26055908203125,4.489999771118164,11.984999656677246	0.026000000536441803,2.5399999618530273,0.03500000014901161
519	upper	Corrediza posterior A alféizar	concrete	16.020000457763672,3.1649999618530273,12.003000259399414	2.623800039291382,0.04500000178813934,0.18000000715255737
520	upper	Corrediza posterior B vidrio	glass	19.520000457763672,4.489999771118164,11.968999862670898	3.3499999046325684,2.5399999618530273,0.008999999612569809
521	upper	Corrediza posterior B Vidrio interior	glassInner	19.520000457763672,4.489999771118164,11.994999885559082	3.3399500846862793,2.5323801040649414,0.008999999612569809
522	upper	Corrediza posterior B marco superior	blackMetal	19.520000457763672,5.760000228881836,11.982000350952148	3.5139999389648438,0.0820000022649765,0.125
523	upper	Corrediza posterior B marco inferior	blackMetal	19.520000457763672,3.2200000286102295,11.982000350952148	3.5139999389648438,0.0820000022649765,0.125
524	upper	Corrediza posterior B marco izquierdo	blackMetal	17.844999313354492,4.489999771118164,11.982000350952148	0.0820000022649765,2.5399999618530273,0.125
525	upper	Corrediza posterior B marco derecho	blackMetal	21.19499969482422,4.489999771118164,11.982000350952148	0.0820000022649765,2.5399999618530273,0.125
526	upper	Corrediza posterior B Burlete superior	blackMetal	19.520000457763672,5.725560188293457,11.982000350952148	3.3499999046325684,0.026000000536441803,0.03500000014901161
527	upper	Corrediza posterior B Burlete inferior	blackMetal	19.520000457763672,3.2544400691986084,11.982000350952148	3.3499999046325684,0.026000000536441803,0.03500000014901161
528	upper	Corrediza posterior B Burlete izquierdo	blackMetal	17.879440307617188,4.489999771118164,11.982000350952148	0.026000000536441803,2.5399999618530273,0.03500000014901161
529	upper	Corrediza posterior B Burlete derecho	blackMetal	21.160560607910156,4.489999771118164,11.982000350952148	0.026000000536441803,2.5399999618530273,0.03500000014901161
530	upper	Corrediza posterior B alféizar	concrete	19.520000457763672,3.1649999618530273,12	3.423799991607666,0.04500000178813934,0.18000000715255737
531	upperDetail	Placard dormitorio	woodDark	17.229999542236328,4.420000076293945,6.690000057220459	0.6200000047683716,2.319999933242798,1.1200000047683716
532	upper	Baño tabique posterior	whitePlaster	20.700000762939453,4.579999923706055,8.640000343322754	2.559999942779541,2.75,0.14000000059604645
533	upperDetail	Piso baño vivienda	tile	20.649999618530273,3.2699999809265137,7.300000190734863	2.25,0.05999999865889549,2.3499999046325684
534	upperDetail	Bañera vivienda	ceramic	21.079999923706055,3.5299999713897705,6.820000171661377	1.25,0.5400000214576721,0.7400000095367432
535	upperDetail	Inodoro vivienda	ceramic	20.940000534057617,3.549999952316284,8.130000114440918	0.44999998807907104,0.5600000023841858,0.6600000262260437
536	upperDetail	Bidet vivienda	ceramic	20.25,3.5,8.130000114440918	0.41999998688697815,0.47999998927116394,0.5799999833106995
537	upperDetail	Vanitory vivienda	woodDark	19.780000686645508,3.6600000858306885,6.71999979019165	0.5199999809265137,0.699999988079071,0.699999988079071
538	upperDetail	Espejo baño	mirror	19.520000457763672,4.75,6.71999979019165	0.04500000178813934,1.0800000429153442,0.7200000286102295
539	upperDetail	Luz lineal vivienda	warmLight	18.899999618530273,6.03000020980835,9.550000190734863	3.0999999046325684,0.04500000178813934,0.07999999821186066
540	upper	Balcón posterior	concrete	17.5,3.130000114440918,12.5	9,0.1599999964237213,1
541	upper	Baranda lateral pasamanos	blackMetal	13.020000457763672,4.25,8.989999771118164	0.04500000178813934,0.04500000178813934,7.980000019073486
542	upper	Baranda lateral travesaño	blackMetal	13.020000457763672,3.756500005722046,8.989999771118164	0.02800000086426735,0.02800000086426735,7.980000019073486
543	upper	Baranda lateral poste 0	blackMetal	13.020000457763672,3.7249999046325684,5	0.03500000014901161,1.0499999523162842,0.03500000014901161
544	upper	Baranda lateral poste 1	blackMetal	13.020000457763672,3.7249999046325684,5.997499942779541	0.03500000014901161,1.0499999523162842,0.03500000014901161
545	upper	Baranda lateral poste 2	blackMetal	13.020000457763672,3.7249999046325684,6.994999885559082	0.03500000014901161,1.0499999523162842,0.03500000014901161
546	upper	Baranda lateral poste 3	blackMetal	13.020000457763672,3.7249999046325684,7.992499828338623	0.03500000014901161,1.0499999523162842,0.03500000014901161
547	upper	Baranda lateral poste 4	blackMetal	13.020000457763672,3.7249999046325684,8.989999771118164	0.03500000014901161,1.0499999523162842,0.03500000014901161
548	upper	Baranda lateral poste 5	blackMetal	13.020000457763672,3.7249999046325684,9.987500190734863	0.03500000014901161,1.0499999523162842,0.03500000014901161
549	upper	Baranda lateral poste 6	blackMetal	13.020000457763672,3.7249999046325684,10.984999656677246	0.03500000014901161,1.0499999523162842,0.03500000014901161
550	upper	Baranda lateral poste 7	blackMetal	13.020000457763672,3.7249999046325684,11.982500076293945	0.03500000014901161,1.0499999523162842,0.03500000014901161
551	upper	Baranda lateral poste 8	blackMetal	13.020000457763672,3.7249999046325684,12.979999542236328	0.03500000014901161,1.0499999523162842,0.03500000014901161
552	upper	Baranda posterior pasamanos	blackMetal	17.5,4.25,12.979999542236328	0.04500000178813934,0.04500000178813934,8.960000038146973
553	upper	Baranda posterior travesaño	blackMetal	17.5,3.756500005722046,12.979999542236328	0.02800000086426735,0.02800000086426735,8.960000038146973
554	upper	Baranda posterior poste 0	blackMetal	13.020000457763672,3.7249999046325684,12.979999542236328	0.03500000014901161,1.0499999523162842,0.03500000014901161
555	upper	Baranda posterior poste 1	blackMetal	14.140000343322754,3.7249999046325684,12.979999542236328	0.03500000014901161,1.0499999523162842,0.03500000014901161
556	upper	Baranda posterior poste 2	blackMetal	15.260000228881836,3.7249999046325684,12.979999542236328	0.03500000014901161,1.0499999523162842,0.03500000014901161
557	upper	Baranda posterior poste 3	blackMetal	16.3799991607666,3.7249999046325684,12.979999542236328	0.03500000014901161,1.0499999523162842,0.03500000014901161
558	upper	Baranda posterior poste 4	blackMetal	17.5,3.7249999046325684,12.979999542236328	0.03500000014901161,1.0499999523162842,0.03500000014901161
559	upper	Baranda posterior poste 5	blackMetal	18.6200008392334,3.7249999046325684,12.979999542236328	0.03500000014901161,1.0499999523162842,0.03500000014901161
560	upper	Baranda posterior poste 6	blackMetal	19.739999771118164,3.7249999046325684,12.979999542236328	0.03500000014901161,1.0499999523162842,0.03500000014901161
561	upper	Baranda posterior poste 7	blackMetal	20.860000610351562,3.7249999046325684,12.979999542236328	0.03500000014901161,1.0499999523162842,0.03500000014901161
562	upper	Baranda posterior poste 8	blackMetal	21.979999542236328,3.7249999046325684,12.979999542236328	0.03500000014901161,1.0499999523162842,0.03500000014901161
563	upperDetail	Aplique descanso	warmLight	14.03499984741211,4.75,5.449999809265137	0.054999999701976776,0.3799999952316284,0.2199999988079071
564	upperDetail	Mesa balcón tapa	wood	15.100000381469727,3.950000047683716,12.449999809265137	1,0.09000000357627869,0.6200000047683716
565	upperDetail	Mesa balcón pata 0	blackMetal	14.680000305175781,3.559999942779541,12.214400291442871	0.05999999865889549,0.7799999713897705,0.05999999865889549
566	upperDetail	Mesa balcón pata 1	blackMetal	15.520000457763672,3.559999942779541,12.214400291442871	0.05999999865889549,0.7799999713897705,0.05999999865889549
567	upperDetail	Mesa balcón pata 2	blackMetal	14.680000305175781,3.559999942779541,12.685600280761719	0.05999999865889549,0.7799999713897705,0.05999999865889549
568	upperDetail	Mesa balcón pata 3	blackMetal	15.520000457763672,3.559999942779541,12.685600280761719	0.05999999865889549,0.7799999713897705,0.05999999865889549
569	upperDetail	Silla balcón 1 asiento	wood	14.550000190734863,3.690000057220459,12.449999809265137	0.46000000834465027,0.07999999821186066,0.46000000834465027
570	upperDetail	Silla balcón 1 respaldo	woodDark	14.350000381469727,4.010000228881836,12.449999809265137	0.46000000834465027,0.6200000047683716,0.05999999865889549
571	upperDetail	Silla balcón 1 pata 0	blackMetal	14.369999885559082,3.4200000762939453,12.630000114440918	0.04500000178813934,0.5,0.04500000178813934
572	upperDetail	Silla balcón 1 pata 1	blackMetal	14.369999885559082,3.4200000762939453,12.270000457763672	0.04500000178813934,0.5,0.04500000178813934
573	upperDetail	Silla balcón 1 pata 2	blackMetal	14.729999542236328,3.4200000762939453,12.630000114440918	0.04500000178813934,0.5,0.04500000178813934
574	upperDetail	Silla balcón 1 pata 3	blackMetal	14.729999542236328,3.4200000762939453,12.270000457763672	0.04500000178813934,0.5,0.04500000178813934
575	upperDetail	Silla balcón 2 asiento	wood	15.649999618530273,3.690000057220459,12.449999809265137	0.46000000834465027,0.07999999821186066,0.46000000834465027
576	upperDetail	Silla balcón 2 respaldo	woodDark	15.850000381469727,4.010000228881836,12.449999809265137	0.46000000834465027,0.6200000047683716,0.05999999865889549
577	upperDetail	Silla balcón 2 pata 0	blackMetal	15.829999923706055,3.4200000762939453,12.270000457763672	0.04500000178813934,0.5,0.04500000178813934
578	upperDetail	Silla balcón 2 pata 1	blackMetal	15.829999923706055,3.4200000762939453,12.630000114440918	0.04500000178813934,0.5,0.04500000178813934
579	upperDetail	Silla balcón 2 pata 2	blackMetal	15.470000267028809,3.4200000762939453,12.270000457763672	0.04500000178813934,0.5,0.04500000178813934
580	upperDetail	Silla balcón 2 pata 3	blackMetal	15.470000267028809,3.4200000762939453,12.630000114440918	0.04500000178813934,0.5,0.04500000178813934
581	roof	Cubierta pendiente Cedro Misionero	roof	18,6.949999809265137,3	8.600000381469727,0.10999999940395355,6.28000020980835
582	roof	Cubierta pendiente pileta	roof	18,6.949999809265137,9	8.600000381469727,0.10999999940395355,6.28000020980835
583	roof	Frontón lateral izquierdo	brick	14.079999923706055,6.949999809265137,6	0.18000000715255737,1.100000023841858,12
584	roof	Frontón medianera derecha	brickDark	21.920000076293945,6.949999809265137,6	0.18000000715255737,1.100000023841858,12
585	roof	Cumbrera	blackMetal	18,7.554999828338623,6	8.720000267028809,0.10999999940395355,0.18000000715255737
586	roof	Canaleta frontal	blackMetal	18,6.369999885559082,-0.07999999821186066	8.649999618530273,0.14000000059604645,0.14000000059604645
587	roof	Canaleta posterior	blackMetal	18,6.369999885559082,12.079999923706055	8.649999618530273,0.14000000059604645,0.14000000059604645
588	roof	Bajada pluvial frontal	blackMetal	21.719999313354492,4.820000171661377,0.07999999821186066	0.054999999701976776,3.0799999237060547,0.054999999701976776
589	roof	Bajada pluvial posterior	blackMetal	21.719999313354492,4.820000171661377,11.920000076293945	0.054999999701976776,3.0799999237060547,0.054999999701976776
590	upper	Junta sombra losa frontal	blackMetal	18,3.015000104904175,-0.11500000208616257	8.149999618530273,0.03500000014901161,0.03500000014901161
591	upper	Goterón balcón lateral	concreteDark	12.984999656677246,3.059999942779541,8.5	0.02800000086426735,0.054999999701976776,7.050000190734863
592	upper	Goterón balcón posterior	concreteDark	17.5,3.059999942779541,13.015000343322754	9.050000190734863,0.054999999701976776,0.02800000086426735
593	ground	Banda húmeda pileta norte	poolBasin	16.5,0.03500000014901161,15.079999923706055	6.820000171661377,0.04500000178813934,0.03500000014901161
594	ground	Banda húmeda pileta sur	poolBasin	16.5,0.03500000014901161,17.920000076293945	6.820000171661377,0.04500000178813934,0.03500000014901161
595	upperDetail	Manija corrediza lateral A	stainless	13.864999771118164,4.480000019073486,10.239999771118164	0.02199999988079071,0.41999998688697815,0.02199999988079071
596	upperDetail	Manija corrediza lateral B	stainless	13.862000465393066,4.480000019073486,10.460000038146973	0.02199999988079071,0.41999998688697815,0.02199999988079071
597	upperDetail	Manija corrediza posterior A	stainless	17.170000076293945,4.480000019073486,12.104999542236328	0.02199999988079071,0.41999998688697815,0.02199999988079071
598	upperDetail	Manija corrediza posterior B	stainless	17.979999542236328,4.480000019073486,12.10200023651123	0.02199999988079071,0.41999998688697815,0.02199999988079071
599	upper	Vierteaguas DVH estudio	concrete	13.869999885559082,4,3	0.2800000011920929,0.06499999761581421,3.2200000286102295
600	upper	Tapajunta puerta estudio	blackMetal	13.880000114440918,5.880000114440918,5.300000190734863	0.18000000715255737,0.07999999821186066,1.0299999713897705
601	upper	Umbral puerta estudio	blackMetal	14.050000190734863,3.2249999046325684,5.300000190734863	0.3199999928474426,0.05000000074505806,0.9200000166893005
602	upperDetail	Tope corrediza lateral	blackMetal	13.859999656677246,3.309999942779541,10.350000381469727	0.07000000029802322,0.11999999731779099,2.569999933242798
603	upperDetail	Tope corrediza posterior	blackMetal	18,3.309999942779541,12.109999656677246	7.449999809265137,0.11999999731779099,0.07000000029802322
604	lower	Leñero horno	blackMetal	21.1200008392334,0.3799999952316284,6.75	0.8799999952316284,0.46000000834465027,0.9200000166893005
